student_id,department,attendance_percentage,semester_gpa,internal_marks,backlogs,previous_failures,study_hours,lms_usage_hours,assignment_submission_rate,fee_pending,scholarship,family_income_level,distance_from_home,transport_availability,disciplinary_actions,participation_score,dropout_risk
10014,Arts,91.32675288351321,8.920204304003848,11.062992558809633,1,0,5.1156806940592885,21.490888490208334,80.4633890421243,1,1,High,36.26363694778707,0,1,41.04699471162014,0
10015,Commerce,71.97449845271426,3.68333538253962,27.75943485495163,0,0,3.514109939238172,78.60745298269038,36.59241908472271,1,0,Medium,3.951695590953797,0,0,35.94004128599194,0
10016,Science,70.23542832709528,3.883657836432509,34.80273348245706,1,1,2.9737700583045386,47.04793317056614,71.35133405101567,0,0,Medium,75.5871313706709,1,0,6.6895512755905315,0
10017,Commerce,93.37476676515087,5.753347036726938,33.41961152061046,3,1,4.9831930592764255,22.82255651674894,99.84096148309004,1,1,High,11.179105475654534,1,1,47.54498507732517,0
10018,Science,91.89867202555149,6.370092640940092,33.342225871399464,2,0,4.900359423754039,6.857296994064981,92.62850324556284,1,0,Medium,84.1524812738674,0,0,72.24044166411207,0
10019,Arts,90.0,7.5,44.93989014356678,3,2,5.0,80.0,69.99096156797572,0,0,High,60.05176891579387,0,0,80.27567659928582,0
10020,Commerce,73.65370639134022,3.508370075623979,18.852094282978758,2,0,1.8029733583684502,62.68145494030189,84.26075965847588,1,0,Low,21.732185960750574,0,1,25.092894112665554,1
10021,Arts,55.0,8.2577059007502,25.762916516493256,2,1,0.5,5.0,89.23065636372621,1,0,High,60.806058484459825,1,1,52.935801551774716,1
10022,Science,77.28174722764979,9.962136996706793,45.45054038010403,1,0,4.041110518582045,41.601293359799065,74.82436948973096,0,0,Medium,23.749369953333918,0,0,44.45264261243875,0
10023,Arts,87.39021816806877,8.477679054593459,10.326501130357158,1,1,4.7164704456642905,66.17230084018519,89.8497849032706,0,0,Medium,13.24481721241494,1,1,30.769940830692157,0
10024,Arts,96.64277602193076,8.145389556937001,29.463055527972305,2,1,1.7121523051943108,46.96670091032657,63.991099622284615,1,0,High,47.40936619919734,1,0,42.31670588490985,0
10025,Arts,82.41775866238089,6.684403328747525,42.28921115237034,1,1,1.996679715735687,21.842071607696095,61.09311946538905,0,1,High,67.23139937365235,0,0,78.66428828769703,0
10026,Science,100.0,4.866904469763867,42.1401625093406,1,0,4.427777683048138,22.701203970717714,74.06018652974262,1,1,Low,49.701379092235484,1,0,69.61420718871025,0
10027,Commerce,88.76633301639674,6.423297689481145,36.60116372846353,2,1,2.1360816924198947,46.111455192645856,31.71425587919935,1,1,Low,14.21780098609749,1,0,66.54095937331802,0
10028,Science,75.18240727062698,9.879499662630556,36.85439301761694,0,0,0.46012011970367306,45.04256823258319,93.86549723403184,1,0,Medium,0.0,0,0,90.99093488113822,0
10029,Science,87.94453687354769,5.701620208738005,19.589768769448646,1,0,2.1663770489736813,56.759071483244995,81.66291226947011,1,1,Low,33.836222620372254,0,0,54.77029854513041,0
10030,Commerce,55.0,4.5,43.731770839291855,3,0,0.5,5.0,75.55645670955353,1,0,Low,1.679270357969429,0,0,53.94120255623758,1
10031,Commerce,100.0,8.182416220476654,17.99938288714206,2,1,6.902697998875958,48.59734377332522,95.93100961877083,1,1,Low,36.54360463542591,0,0,68.34199356114294,0
10032,Arts,92.24269613518896,8.295266286267513,18.59586980626625,3,1,1.8231073034884133,41.96227880937852,87.74220080364017,0,1,Low,38.80172767984854,0,0,32.53523551902593,0
10033,Science,78.30809344389598,4.858566930182834,33.878741311637455,3,1,3.3766278150994378,54.284948055883525,100.0,0,1,Medium,64.9221543689485,1,1,78.3219511603721,0
10034,Science,75.39968095132896,5.855476157496382,25.069855042828003,4,0,7.5858556476987635,49.91693609208391,100.0,0,1,Low,62.60789973967934,1,0,72.85177011518418,0
10035,Commerce,55.0,5.4467606569675615,32.06696699039759,2,1,0.5,5.0,86.61120357001145,0,0,Medium,74.38733880050711,1,1,66.93450444586493,0
10036,Science,98.08769394325256,6.418471944403853,34.30767079280227,2,1,4.82097921082422,31.232597611104392,65.60515659103363,0,1,Low,39.38051517784568,0,0,39.96156514513649,0
10037,Science,55.0,8.176267340617537,47.78109739375549,1,3,0.5,5.0,94.49780854903345,1,1,Medium,25.938056093849085,0,0,74.60320765953587,1
10038,Commerce,55.0,4.933153214082245,34.337245855664094,2,0,0.5,5.0,65.67130403166497,0,0,High,55.37171761619665,1,0,100.0,1
10039,Science,90.0,4.5,23.814656958415412,3,1,7.0,80.0,64.75488977386728,1,0,Low,54.81908370264627,1,1,70.85940311764895,1
10040,Commerce,85.0,7.0,36.76487958186135,3,1,7.0,80.0,74.14677822152304,1,0,High,53.26528594393805,0,0,43.596171302942864,0
10041,Commerce,76.05438592027299,10.0,21.68245799917888,1,1,3.8037176895954907,6.531815180393249,100.0,0,1,High,106.84851738557417,0,0,100.0,0
10042,Arts,79.62511182294637,6.842012503430485,39.13155524376041,0,2,1.5977534596657288,11.360462418437614,95.00379169617649,0,0,Low,63.262344844975274,0,0,68.69315721077166,0
10043,Commerce,98.61719995487786,6.135238431630249,30.646279195692554,1,0,3.1491583905651703,30.217568665131797,97.71687140011905,0,1,Low,81.42002305650496,1,1,100.0,0
10044,Science,90.0,4.5,34.00543816156949,3,0,7.0,80.0,82.45782237663884,1,1,Low,2.057230334882206,1,1,33.66280130285641,0
10045,Arts,78.63134491093656,5.726851395591742,12.193460228853198,1,1,0.5988905933180217,20.494930282118442,91.38810655752229,1,1,High,5.918368541207343,1,1,40.912062109834565,0
10046,Arts,67.6154680751219,3.2480356903018963,7.492544048185124,1,1,0.0,48.02655287267282,92.01763845702311,1,1,Medium,12.904325826704323,1,0,77.80522083928122,0
10047,Science,86.59957279767787,5.891114003739133,14.985757675865674,1,1,1.8390675964955274,19.659171830147265,66.23399293233507,1,1,Medium,40.530938913857774,0,0,0.0,0
10048,Science,94.40015014461939,5.864300864582317,47.45770855698467,0,2,3.4369064639501388,38.175510065365614,91.76568385624188,1,0,Low,34.997392265063894,0,0,100.0,0
10049,Commerce,97.49397415148107,3.5930603170653197,18.518451771529094,1,1,5.738636714594355,43.290610928455614,79.92129895589355,1,0,Low,49.225879926602936,1,1,90.06583864283786,1
10050,Science,80.44037429634852,6.175840177349362,37.323098019889315,2,0,2.023621616370968,12.13431590414304,71.90055316080974,0,0,High,97.841440534354,0,0,40.95105080156293,0
10051,Science,84.89225139935083,2.7859126181640246,23.580922010892948,0,0,3.8832293821900543,42.91270145590532,72.86025173775357,0,0,High,36.86263268439662,1,1,88.86709378451597,0
10052,Science,55.0,5.7089323802356855,27.599699007807597,1,0,0.5,5.0,68.95151253614989,0,0,Low,56.942072999244594,1,0,59.778328372400026,1
10053,Arts,84.33622415633427,6.7141131864759425,29.552797449307405,1,0,1.8991956720460166,31.049023272763282,74.38146781011574,1,0,Medium,42.68275927645904,1,0,52.50895973617954,0
10054,Commerce,81.76758182999058,6.464893501134995,46.43778427811496,3,1,0.0,36.528864652339756,79.83778277995685,0,1,Medium,77.87996934754003,0,1,34.10072989584976,0
10055,Commerce,90.0,4.5,35.845055307914244,3,1,7.0,80.0,93.30025958859724,1,0,Medium,62.303893605670396,0,0,84.09591242296193,1
10056,Arts,55.0,6.154598316688278,33.85033140320351,2,0,0.5,5.0,100.0,0,1,Medium,38.245024108825284,0,2,75.71344067386691,0
10057,Commerce,83.42306740072378,4.967090456287687,42.966984321111966,2,0,3.8328228625395955,35.48098352142865,91.36993429562223,0,0,High,73.64409296738043,0,0,65.53779568283642,0
10058,Commerce,60.0,4.5,23.66803136238418,3,0,1.0,80.0,82.34316515843514,1,1,Medium,150.0,1,0,29.90933815630789,1
10059,Science,75.0900384950636,6.39874689120601,40.68342976951433,1,2,8.564714467991895,3.6512998360655224,39.99742262251643,0,1,Medium,70.23145205856001,1,0,71.51495544159008,0
10060,Science,98.48834416405865,4.769575037567433,39.01302595158731,1,1,2.629451709330631,44.05874944051405,100.0,1,1,Medium,41.55879234771295,0,2,83.3319127944827,0
10061,Commerce,100.0,6.755088640865466,38.89899363243533,1,0,1.5384512130428267,13.500509894182038,65.8409367062207,1,1,High,63.26869258659417,0,1,100.0,0
10062,Commerce,63.54759661759147,6.744469513636771,28.449832970884923,2,0,7.500362953079243,42.52974710642765,66.48752686071302,1,0,Medium,32.048474612250374,1,0,55.21931170925467,0
10063,Commerce,60.0,6.0174431469121785,25.626851042225713,2,0,1.0,49.023552377543766,100.0,1,0,High,150.0,1,0,45.90043054538409,1
10064,Arts,90.0,4.5,21.301763548305846,3,2,7.0,80.0,57.97578433696515,1,0,High,23.957533486876372,0,2,32.68451982547322,1
10065,Commerce,76.76053901953733,6.060805942636676,21.928176350334617,1,0,3.3523608551907813,17.326640408955353,87.4356914016134,0,0,Low,61.431376262700354,0,1,61.53843990147391,0
10066,Commerce,88.74936613244708,5.825301782865869,20.82986848941508,0,0,4.36669441326294,41.30815876565822,70.74200156182448,0,0,Medium,58.695453807682995,1,0,80.06275986128114,0
10067,Commerce,55.0,5.5819317143468545,33.66847761826076,4,0,0.5,5.0,74.94622122637853,1,0,Low,15.978964719198881,1,0,100.0,1
10068,Science,85.0,7.0,27.71663686729928,2,0,8.687153432495808,23.20267191270949,80.99412469992743,1,0,High,88.16422594256116,0,0,71.79160553032153,0
10069,Science,84.34722656349479,7.466025511733785,34.31400197680019,1,1,2.73553885397413,76.27177768976992,56.12701955066626,0,0,Low,5.2312715323812355,1,0,92.59363833004593,0
10070,Commerce,69.69496612045957,5.133380154366934,34.87882019652804,1,0,2.0972938593255073,17.03621083929582,77.53030294232292,0,1,Low,45.76954088152426,1,0,62.99613644969802,0
10071,Science,85.0,7.0,19.40243945711667,0,1,4.596741714259894,44.89463258041106,100.0,1,0,Low,25.524592630540006,0,2,77.21521006331231,0
10072,Commerce,77.75886541949043,5.384989348784383,19.102314678907707,0,1,2.2100718469835634,65.51535685165355,78.50770034335497,0,1,High,46.82669376843572,1,0,45.91559109348103,0
10073,Arts,58.98940393353777,4.625596023057531,27.713396168266875,1,2,4.348919693447244,42.65577087144756,100.0,1,0,High,0.0,0,0,66.20742210079958,1
10074,Science,85.0,7.0,22.248792763862188,1,1,0.9780367336227052,22.69740383067429,81.83222989744974,1,0,Medium,0.0,0,0,34.295881843129024,0
10075,Science,64.54120726466809,5.5130022258293705,21.195878604737143,0,1,3.79121667580359,23.974995221316487,56.068276535529726,1,0,Medium,18.68826824552148,0,0,86.74262074865395,0
10076,Science,55.0,7.784670031610895,46.95687009074871,1,0,0.5,5.0,69.5691021020734,1,1,Medium,63.77097173010638,1,0,100.0,1
10077,Science,80.94425938286899,6.634865669290915,14.66645228122587,2,0,1.9333669265797369,36.869431806782174,41.30988350403684,0,1,Medium,46.56181057008209,0,0,63.770165136528625,0
10078,Commerce,85.33273440088732,8.952977959319814,50.0,2,1,1.617349717070392,37.604997961310225,100.0,0,1,Low,0.0,0,0,48.92013417125283,0
10079,Commerce,55.92414012237043,7.576625718481612,32.888763833590886,1,2,5.271727728073968,29.986153970853273,100.0,0,0,Low,73.8747637813273,1,0,100.0,0
10080,Arts,60.19719976738076,7.190740177465876,39.86238283017926,0,0,2.799204854297354,63.47621415377317,96.85895632309398,1,0,Medium,47.73773751820518,1,1,88.69718746245267,0
10081,Commerce,85.0,7.0,38.683328173302314,0,2,3.132228863802507,34.25335533830811,63.19739477279922,1,0,Low,66.37599546490237,1,0,97.64164047720334,0
10082,Commerce,44.65596430000739,6.13485248849454,36.16959177266036,1,0,4.354131769477132,3.999442789838316,62.55105598486154,0,1,Medium,28.16420445534372,1,0,69.93599463169744,0
10083,Arts,92.69555229119766,6.407228644958419,46.61831799143185,0,3,5.780314668884159,65.32952439591108,94.732727016635,1,0,High,0.0,0,4,34.362317668929144,0
10084,Science,56.12019427772652,6.280510483177766,19.17583311523218,1,0,1.6534926550086102,12.030860118905252,69.58112887542802,1,0,Medium,92.06279233910712,0,2,54.74899906486278,1
10085,Science,88.12013870309974,8.924437443012035,28.43621622221591,1,1,3.941285100701756,45.95116263702285,62.786923232380076,1,0,Medium,34.005869221045586,0,0,62.1250350042053,0
10086,Science,67.33698450291645,7.5,21.471530874992524,3,2,5.0,48.573846705847664,60.55073385895547,1,1,Low,74.59621569942001,0,0,59.16268362180359,0
10087,Commerce,90.58684458205899,5.197928464068923,13.039204689676176,1,1,3.0829716032151935,34.23403039055408,100.0,0,0,Medium,26.5496075683513,0,0,32.65174280798608,0
10088,Commerce,100.0,7.2990484145368475,23.38758881441776,1,1,5.630173842732266,54.50248716749251,70.71739030478676,1,0,Low,43.25061670473628,1,0,59.33924283635264,0
10089,Science,90.0,7.5,48.725477782238215,3,2,5.0,80.0,96.63373236546235,1,1,Low,0.0,1,0,31.076072413695513,0
10090,Commerce,86.34452577432778,7.206901571443672,28.265333025822855,1,2,1.6542420979563066,28.654233970399225,90.99149140638832,0,1,High,11.030795961437512,0,0,26.462699033213,0
10091,Science,56.30204743687513,7.003529588041119,49.8351571333356,1,0,3.0373486267803154,0.0,63.02674495310514,1,1,High,91.87547845741878,0,0,40.33219585410254,1
10092,Commerce,90.0,7.5,50.0,3,2,5.0,80.0,80.81089065554977,0,0,Medium,70.55306326748195,0,1,52.61523240062662,0
10093,Commerce,75.51873403737727,7.261879672547606,50.0,5,0,5.9395047138457215,90.92939948094836,59.97705991620289,1,0,Medium,81.45198787596854,1,1,54.27212702846974,0
10094,Science,79.55738786954213,7.5,49.05493019098306,2,2,5.0,50.56713329691189,100.0,0,1,Low,57.025834396558864,0,0,56.474762376664856,0
10095,Science,90.0,4.5,50.0,3,0,7.0,80.0,61.78409877398241,0,0,Low,48.79167991231934,0,0,100.0,1
10096,Commerce,87.366493313958,5.513298846066555,33.25167541055724,0,0,4.541582212530105,86.18634115435208,87.30546225146551,0,0,Low,73.41605809950832,0,1,56.54274079363132,0
10097,Science,60.61970594435543,10.0,32.28328233686673,1,2,3.018743746775857,28.709881318550142,70.11605225474679,0,0,High,72.01869314303619,1,2,13.519012770210779,0
10098,Science,90.0,4.5,32.9483936121535,3,0,7.0,80.0,61.50202352753354,0,1,High,50.57374443066167,1,0,50.89377480219981,0
10099,Science,90.0,4.5,30.00062204610364,3,0,7.0,80.0,100.0,0,1,Low,43.35374211321823,1,0,52.825624210854365,1
10100,Arts,61.16771187116292,3.9568870487097607,31.49663135167543,1,1,5.550385846413011,30.177025634062062,69.57650558718811,0,1,Low,73.5288317118947,0,1,2.330192665900114,1
10101,Arts,97.13924188008838,8.519190534550251,37.52182565153418,1,1,3.5528481620548185,29.65222951372919,43.40775283839335,1,0,Low,3.734941741136943,1,0,58.49138978311142,0
10102,Commerce,77.19188816629017,5.7049443768095776,25.341821447034615,4,0,3.1383862133696736,28.15467310210432,88.48621667170033,1,0,Low,29.48109595263322,1,1,44.79365511616432,0
10103,Science,100.0,4.954701485971787,16.223757621912895,0,0,1.5570385248052805,57.00221541617866,65.85012020832471,0,1,Low,0.0,1,0,56.127007021478185,0
10104,Arts,92.65627355176011,6.871708663815401,33.636187975725264,0,0,4.969274481864214,50.28684831491072,83.1519656981233,1,0,Low,6.695459659455807,0,0,63.7491459931232,0
10105,Arts,60.0,7.404522013389611,23.071951656751835,1,0,1.0,54.38568925073949,97.1224165179595,1,0,High,150.0,0,1,54.451432867456795,1
10106,Commerce,76.98012238875901,7.377719986456199,24.107265025286615,3,0,3.0267556686994666,11.582835330670605,87.13258652553769,0,1,Low,67.10650188019258,1,0,54.89385229452692,0
10107,Commerce,85.0,7.0,28.572467696858286,2,0,3.3095308452536876,36.55103978882898,97.77608374184692,1,0,Medium,103.88505135996485,1,0,44.748801271015964,0
10108,Science,96.31563839983727,6.570623232707423,26.27856780466125,1,1,2.2095017741405405,42.84580584492787,54.03687607518142,0,0,Medium,36.069830588007484,0,0,71.69458833683088,0
10109,Science,83.25021256040537,6.694463028657195,41.10042492516693,3,0,1.8694025814765591,73.33401513867312,100.0,0,0,Medium,25.880282270810827,0,3,47.540495105318556,0
10110,Arts,80.11551145315751,6.871873651569085,28.332584604766563,0,0,0.4609482886483751,38.30765149124153,74.05103617162395,0,0,Low,37.42040778216381,1,1,73.4919831496989,0
10111,Commerce,75.60144495482031,7.0223048330325195,41.60449637876717,0,0,2.2610584999099217,32.69894805103641,51.467077549197796,1,1,Medium,48.46972699639196,1,0,30.117849475708887,0
10112,Science,77.39331556974433,8.160569677219428,32.060162489421536,1,1,0.0,57.705119602763546,30.908388159888545,0,0,Low,103.08174825843803,0,1,47.045225030899765,0
10113,Science,93.6551050281399,6.395905265443945,29.114709980643298,2,1,4.471402415245663,30.80746499394717,73.83224862221081,0,0,Medium,40.295353677857086,1,1,69.59259173165015,0
10114,Commerce,78.0444642095697,4.911434448088385,31.58220486286794,1,0,2.164732641431123,45.37377283313736,64.27590314093985,0,1,Low,1.702995830144296,1,0,29.46853218802597,0
10115,Science,73.2600327444219,6.054704104723141,17.083701359792663,1,0,2.715397147354179,44.781000290072356,64.58590943818415,1,0,High,53.51880530582942,1,0,43.61708672695187,0
10116,Arts,71.22591401263576,7.581427391849495,33.38077189470696,2,0,3.425730696516162,25.570561113807248,86.68723550975915,1,0,Low,42.96381989225384,1,0,71.34239624897063,0
10117,Arts,71.35481815396605,3.2629024707457623,38.49189296314961,0,0,1.8956167780055462,22.14490252605863,100.0,0,1,High,38.68188666831154,1,1,38.64575438200438,0
10118,Commerce,61.17484804748682,3.272721267867666,39.90850426846225,1,0,1.1499923066750104,34.3686806686817,61.96691611663311,0,0,Medium,30.641165394536394,0,2,87.7818915401327,1
10119,Commerce,60.0,7.861069406366951,16.47825914622132,0,2,1.0,26.343658962663714,81.84063766878788,0,0,High,150.0,1,0,58.13865957988326,1
10120,Commerce,95.98104330780387,8.884208788647257,14.810197977570237,3,0,7.2780201055802625,5.033640721060799,68.64443208701476,0,0,High,22.33842619458329,0,0,50.16797536259823,0
10121,Commerce,75.52080887319003,4.149159940466895,24.631814749191633,3,2,5.320273680547762,49.43019786778441,60.260910729874254,1,0,Medium,0.0,0,0,72.42483554117699,1
10122,Commerce,86.45294002267318,6.470780760415922,43.84662357992878,1,0,6.059740268625074,46.40698198134473,59.68131012516049,1,0,Medium,19.010721700158424,0,0,59.55105145530328,0
10123,Science,48.254921785189985,5.620773308041074,32.20975393580246,1,0,0.9031264990865284,20.144369309720492,100.0,1,0,Medium,22.845894414450434,0,1,58.70077610272329,1
10124,Commerce,84.81973570759055,5.8565888091892395,22.253047602517977,0,1,3.117074028785497,18.20412851438276,80.26543859881363,1,0,High,0.0,1,2,53.11103600942631,0
10125,Science,76.06376754757063,6.819402714885906,15.470605330696198,1,0,3.1039922007958642,44.77229393868035,76.19824121090645,0,1,Medium,33.39116639233135,0,0,54.13445261859272,0
10126,Commerce,72.2227197253139,4.102120610681727,23.16010695546384,0,0,6.356849042485023,70.04178912410318,66.29412929230567,0,0,High,96.46395953850379,1,0,31.682709428774828,0
10127,Science,55.0,4.417730249162918,22.484488714869222,0,1,0.5,5.0,81.34474831908466,0,0,Low,0.0,1,1,74.01987619585049,1
10128,Science,72.05009695425566,5.787873006033917,39.35617718645256,2,0,3.1717261659382645,59.01273849704445,67.23952091129603,0,0,Low,0.0,1,0,42.8206557876659,0
10129,Science,85.0,7.0,40.125442493870445,2,0,0.0,28.910562484737042,100.0,1,0,Low,66.09757033100038,1,0,82.4537033196408,0
10130,Commerce,89.06697529406324,4.385876320336909,19.500981278090634,1,0,1.1823853782769462,43.309159335142866,85.03625731932945,1,0,Medium,32.97257139603583,1,0,34.51199473384509,1
10131,Science,85.0,7.0,37.531660615815994,2,2,4.7658956728854704,32.35199868404223,82.78918917203276,1,0,High,26.642332608553076,1,0,87.10461337896882,0
10132,Arts,74.23269054302578,5.5901463457112435,36.50756898675428,1,0,2.858521594786883,20.47851740080106,82.33615940016165,1,0,Low,77.8002424807379,1,0,38.68877460779562,0
10133,Commerce,66.40577553513074,5.5829100696863625,18.20319185237068,1,3,3.279579453813833,38.91324147981989,100.0,0,1,Medium,20.59554585482962,1,0,76.29788744744415,0
10134,Science,60.36170980671438,6.780519943390831,29.161813011720984,2,0,4.727263990733656,17.644927461518243,79.55857862795128,1,0,Medium,0.0,0,0,47.64244017234655,1
10135,Commerce,80.6867124848167,6.080855930685251,33.40819988157417,1,1,5.763615451545377,20.097234976625746,70.47067741452834,1,0,Medium,68.02312412999353,1,0,62.37244799397794,0
10136,Science,97.3612915227043,7.723710581939882,31.63235418717359,2,0,1.9423487107228559,26.098088629895514,83.22120049834078,0,1,Low,37.87562689334719,0,1,43.09768433207852,0
10137,Arts,80.43799772089245,4.713181685738867,12.894589231914434,0,1,4.683308488709809,28.23035966095157,95.82681688425012,0,1,Low,36.002430108478386,0,0,38.245149483701496,0
10138,Commerce,61.40686072688609,3.9244427849920944,31.311824545166186,0,0,6.722901014720401,34.41046862110111,100.0,1,1,Medium,0.0,0,1,48.88401791474045,1
10139,Arts,80.70140072446083,5.773361141542367,36.362648914316765,2,1,6.355947167058863,0.0,84.30021002485032,0,1,Low,4.981451002126931,0,0,73.90022802641116,0
10140,Science,77.35988445303927,6.4024014939895215,45.795941688675235,0,0,2.4383645978507493,16.353002449890123,84.5875507312697,0,1,Medium,33.033641263239005,0,0,73.88662760515098,0
10141,Commerce,90.0,4.5,23.312087998528515,3,0,7.0,80.0,99.85478031207884,1,1,Low,2.739986458652943,0,0,71.25555634068161,1
10142,Commerce,85.0,7.0,24.54546843471108,1,1,5.0015029572767435,34.82300232108659,25.316884110673463,1,0,Low,73.44373107858979,1,2,63.730740988957436,0
10143,Arts,42.170129590680915,6.609906229974575,27.911332341273898,0,0,3.540300803014135,46.227791273854606,81.76417734154053,0,0,Low,37.74914419594244,0,0,100.0,0
10144,Commerce,55.0,5.011773035564564,32.91215921316889,1,0,0.5,5.0,68.31142471844575,0,1,Low,31.595525396276123,0,0,37.52012973937174,0
10145,Commerce,85.0,7.0,30.970177676228552,2,0,0.0390818475495287,32.834494253121605,81.16086740302279,1,0,High,74.10904313135657,0,0,54.815607988572765,0
10146,Science,60.93925510261561,7.941080196933906,36.043079879670906,2,0,1.7698468856628902,17.34130704275509,87.1140422518445,0,0,Medium,19.58575805768136,1,0,0.0,0
10147,Science,75.73831907551724,5.225949056023943,18.748134577848578,0,1,2.109344481872265,24.002430523801017,100.0,1,1,Medium,53.49815649839853,0,0,68.26113963598041,0
10148,Commerce,82.93165330836014,8.254679726571108,33.96853689296549,1,1,0.9772471399515301,74.16816052051331,52.309812392978024,0,1,Medium,40.027178335567314,0,1,35.89877234227448,0
10149,Commerce,58.311184676558106,6.348400344886026,22.57784619774346,0,0,3.7189969816461526,24.334576386417623,65.61467883525799,1,0,Low,69.38234365287278,1,0,56.90702526067028,1
10150,Science,60.0,6.801090065494016,28.566660979444215,0,0,1.0,5.0,62.21094298973603,1,1,Medium,150.0,1,0,39.783719583047784,1
10151,Arts,87.1600661703792,5.94045043163535,47.08013627256206,1,1,2.6615494722587028,26.693742890087478,67.86289857908993,1,0,Medium,61.93574177790083,1,0,53.88281541166543,0
10152,Arts,78.56371435559397,1.7862241842723154,16.017571912339914,0,0,0.0,28.616329091330588,52.595752726820635,1,1,High,22.174290876166843,1,0,61.534020189559556,0
10153,Science,67.58851643727542,4.367462965208703,27.205325315606295,2,0,3.263254133303676,36.52863229129852,100.0,0,1,Low,20.409881872854143,1,0,40.31788805655995,0
10154,Commerce,66.2474639497285,6.086293918478169,17.253542276893754,1,1,4.047973150478856,31.478103683365646,97.41472000878734,1,1,Medium,36.85235177247406,0,0,65.69534052730562,0
10155,Science,60.0,7.0,31.530679745517727,1,0,1.0,16.22902106687456,64.49224928549563,1,0,Low,150.0,0,0,47.312875250847654,1
10156,Commerce,59.86532776204914,3.257554161940195,40.482329153900174,2,0,2.057711520339164,34.715742427976224,80.30997089480516,1,0,Medium,53.34837999609893,1,0,41.73900624986567,1
10157,Science,90.77364552983013,6.208877096637216,31.696551188442697,0,3,1.0900115219775088,5.556851024317982,71.30504640427635,1,1,Low,67.28153376367648,1,0,73.98318912118822,0
10158,Commerce,76.01761009043476,4.392151051736146,28.83284146664337,1,0,5.272799417812148,42.28827273134947,83.12249270748795,1,0,High,10.599904533753552,1,0,63.36025790061747,0
10159,Commerce,85.0,7.0,43.28402329052052,6,0,4.20345697115319,39.49586717557508,64.64532198118191,1,0,Medium,0.0,1,0,14.69126257865836,1
10160,Arts,85.0,7.0,33.30502434772144,1,2,2.1375347788438948,49.56841022991499,49.53934420467043,1,0,Medium,23.27935474044001,1,0,49.80740728605399,0
10161,Science,76.23940043845695,7.563952724130274,38.1956605631181,0,0,0.49763169559620213,25.063062665408452,68.55511374531167,0,1,Low,17.26933133437224,0,0,33.50885854781232,0
10162,Arts,85.36302619213652,8.113598981318782,37.15257386845135,1,0,3.945213507074601,49.765916470971895,100.0,0,0,Low,7.04805500785141,1,0,90.87487768056096,0
10163,Science,61.963078945776225,7.080282828765849,1.2375959584323901,1,0,1.7049091483539658,43.613292759429754,50.300358491851156,0,0,Low,32.70621260546377,0,0,39.658451305972946,0
10164,Science,83.98363040702215,7.762669101249976,29.233311943790515,0,0,4.265384367760683,37.55038901315451,100.0,0,1,Low,0.0,0,0,42.31548301589714,0
10165,Commerce,90.0,4.5,19.219255311186476,3,0,7.0,80.0,91.19897422375954,1,1,Medium,20.549689360933115,0,0,59.06262372573396,1
